timestamp,user,fullname,text,retweets,replies,likes,,
2012-09-28T11:39:27,FrustIndian,TheFrustratedIndian,#MoviesNamedByDrinkers kabhi beer kabhi Rum,0,0,0,,
2012-09-28T11:41:21,FrustIndian,TheFrustratedIndian,#MoviesNamedByDrinkers (Onthe) Rockstar,0,0,0,,
2012-09-28T11:44:06,FrustIndian,TheFrustratedIndian,#MoviesNamedByDrinkers thekas of Wasseypur,0,0,0,,
2012-09-28T11:45:32,FrustIndian,TheFrustratedIndian,#ThingsMothersSay beta Ek baar ladki dekh to lo,0,0,0,,
2012-09-28T11:46:24,FrustIndian,TheFrustratedIndian,#ThingsMothersSay Beta tum bahut kamzor ho Gaye ho,0,0,0,,
2012-09-29T19:59:31,FrustIndian,TheFrustratedIndian,"@welovedevgn Read this one, this is from a diehard fan:

http://thefrustratedindian.com/blogs/entry/10-an-open-letter-to-ajay-devgn.html …",0,0,0,,
2012-09-29T19:59:35,FrustIndian,TheFrustratedIndian,"@AJAYDEVGNCLUB Read this one, this is from a diehard fan:

http://thefrustratedindian.com/blogs/entry/10-an-open-letter-to-ajay-devgn.html …",0,0,0,,
2012-09-29T19:59:39,FrustIndian,TheFrustratedIndian,"@TheAjayDevgn_FC Read this one, this is from a diehard fan:

http://thefrustratedindian.com/blogs/entry/10-an-open-letter-to-ajay-devgn.html …",0,0,0,,
2012-09-29T19:59:42,FrustIndian,TheFrustratedIndian,"@ajaydevgn_FC Read this one, this is from a diehard fan:

http://thefrustratedindian.com/blogs/entry/10-an-open-letter-to-ajay-devgn.html …",0,0,0,,
2012-09-29T19:59:46,FrustIndian,TheFrustratedIndian,"@SultanBollywood Read this one, this is from a diehard fan:

http://thefrustratedindian.com/blogs/entry/10-an-open-letter-to-ajay-devgn.html …",0,0,0,,
2012-09-29T19:59:50,FrustIndian,TheFrustratedIndian,"@DevgnFanClub Read this one, this is from a diehard fan:

http://thefrustratedindian.com/blogs/entry/10-an-open-letter-to-ajay-devgn.html …",0,0,0,,
2012-09-29T19:59:54,FrustIndian,TheFrustratedIndian,"@AjayDevgnFans Read this one, this is from a diehard fan:

http://thefrustratedindian.com/blogs/entry/10-an-open-letter-to-ajay-devgn.html …",0,0,0,,
2012-09-30T10:56:32,FrustIndian,TheFrustratedIndian,Children Of Providence - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/13-children-of-providence.html …,0,0,0,,
2012-10-01T13:53:08,FrustIndian,TheFrustratedIndian,#GandhiVsYoungistan There was another fellow called #LalBahadurShastri and he loved youth more than anyone else,1,0,0,,
2012-10-01T13:56:24,FrustIndian,TheFrustratedIndian,#GandhiVsYoungistan this thread is Rahul Gandhi's publicity gimmick to prove that he is still a part of the young brigade.,0,0,0,,
2012-10-02T09:12:21,FrustIndian,TheFrustratedIndian,The Barbarians of Bribes - The Frustrated Indian speaks... http://www.thefrustratedindian.com/blogs/entry/14-the-barbarians-of-bribes.html … #Shastri #Gandhi,0,0,0,,
2012-10-04T17:15:55,FrustIndian,TheFrustratedIndian,#Gyaan - आज के मैच से हमें ये शिक्षा मिलती है की दूसरो की ऊँगली पकड़ के कुछ दूर तक तो चला जा सकता है परन्तु मंजिल नहीं पायी जा सकती #SLvsPak,0,0,1,,
2012-10-04T17:16:29,FrustIndian,TheFrustratedIndian,"Some Sri Lankan Jersies were laughing, some were crying :) #SLvsPak",1,0,0,,
2012-10-04T17:16:40,FrustIndian,TheFrustratedIndian,"#Afridi - I came, I saw, I got out. Big deal?",1,0,0,,
2012-10-04T17:35:22,FrustIndian,TheFrustratedIndian,@kamaalrkhan @taslimanasreen Waah KRK Waah!,0,0,0,,
2012-10-06T07:52:46,FrustIndian,TheFrustratedIndian,"I would like to direct this one :) #SoniaGandhi 's Damaad featuring #RobertVadra ,  #RahulGandhi and #PriyankaGandhipic.twitter.com/26YKVlti",1,0,1,,
2012-10-08T17:48:08,FrustIndian,TheFrustratedIndian,मिलावट की माया - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/15-Milaavat+Ki+Maaya.html …,0,0,0,,
2012-10-09T20:14:47,FrustIndian,TheFrustratedIndian,जीवित बेताल - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/16-jeevit-betaal.html …,0,0,0,,
2012-10-11T17:20:13,FrustIndian,TheFrustratedIndian,#NitinGadkari: The Hulk That Doesn't Smash - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/17-The+Hulk+that+doesnt+smash.html … #YoRahulSoDumb #JPC,0,0,0,,
2012-10-11T18:14:44,FrustIndian,TheFrustratedIndian,"@kamaalrkhan Ye RT maaro Kamal Bhai, isme Nitin jee ka saara rahasya hai...Kiss from my side too - http://thefrustratedindian.com/blogs/entry/17-The+Hulk+that+doesnt+smash.html …",0,0,0,,
2012-10-12T15:08:30,FrustIndian,TheFrustratedIndian,The Rapist's Psyche - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/20-the-rapist-s-psyche.html …,0,0,0,,
2012-10-12T18:48:41,FrustIndian,TheFrustratedIndian,बकवास बंद! - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/19-Bakwas-band.html … #BJP #Congress #Rahul #Sonia #Haryana,0,0,0,,
2012-10-14T10:16:19,FrustIndian,TheFrustratedIndian,In a recent turn of events Mohammad Azharuddin joins #SalmanKhursid 's press conference.@MovementIAC Any back room offers?,0,0,0,,
2012-10-14T10:24:40,FrustIndian,TheFrustratedIndian,"This news reporter who just doesn't listen to #SalmanKhursid, I love this chap",0,1,0,,
2012-10-14T10:28:17,FrustIndian,TheFrustratedIndian,And I thought I was frustrated. #SalmanKhurshid,0,0,0,,
2012-10-14T10:55:46,FrustIndian,TheFrustratedIndian,"So #SalmanKhurshid shows a thumbs down to a #AajTak reporter and says ""You are Finished"". He is a Public servant and not The Undertaker",1,0,0,,
2012-10-14T11:01:20,FrustIndian,TheFrustratedIndian,"Looking at what's happening on TV now, all I can say in Shame Shame Shame #SalmanKhurshid",1,0,0,,
2012-10-14T11:05:09,FrustIndian,TheFrustratedIndian,"Live Nautanki, Rich men making a poor man the scapegoat while sidekicks clap. It's a terrible day #SalmanKhurshid",0,0,0,,
2012-10-14T11:36:40,FrustIndian,TheFrustratedIndian,"While in BJP headquarters, Gadkari and Co. sleep peacefully! #SalmanKhurshid",0,0,0,,
2012-10-14T11:38:39,FrustIndian,TheFrustratedIndian,@sardesairajdeep Any words for the Aaj Tak reporters for the brave journalism?,0,0,1,,
2012-10-14T13:28:45,FrustIndian,TheFrustratedIndian,Nattha abhi mara nahi hai #SalmanKhurshidpic.twitter.com/A5WgvZSk,0,0,0,,
2012-10-14T13:35:45,FrustIndian,TheFrustratedIndian,Full coverage of the press conference: http://www.facebook.com/TheFrustratedIndian/posts/439023206133163 … #SalmanKhurshid,1,0,0,,
2012-10-14T16:04:18,FrustIndian,TheFrustratedIndian,@bhak_sala He was anyways doing a Kolaveri Di who nobody understood but everybody enjoyed!,0,0,1,,
2012-10-14T16:10:23,FrustIndian,TheFrustratedIndian,#AjitAgarkar is Jugal Hansraj's even fairer cousin,0,0,0,,
2012-10-15T15:03:10,FrustIndian,TheFrustratedIndian,#GirlsLikeItWhenYou nod at everything they say!,0,0,0,,
2012-10-15T15:13:20,FrustIndian,TheFrustratedIndian,"v = v0 + at, 
d = d0 + v0*t + (1/2)at^2,
 v^2 = v0^2 + 2ad

#FREEFALL",0,0,0,,
2012-10-15T15:27:24,FrustIndian,TheFrustratedIndian,"#Mamata 's Law:- If Parties involved in a ""free interaction"" happen to be of opposite sex, Rape takes place.",0,0,0,,
2012-10-15T16:48:59,FrustIndian,TheFrustratedIndian,Salman Khan Warns #SalmanKhurshid and #MamataBanerjee is dragged too. See How!pic.twitter.com/NAlXbEnd,0,0,0,,
2012-10-17T10:49:56,FrustIndian,TheFrustratedIndian,Ram Jethmalani communal hain,0,0,0,,
2012-10-20T17:42:51,FrustIndian,TheFrustratedIndian,नारी शक्ति नमो नमः #SainaNehwal,0,0,0,,
2012-10-21T06:24:18,FrustIndian,TheFrustratedIndian,@iamvkjha thanks buddy. Not very proud of Twitter figures though.,0,0,0,,
2012-10-21T12:10:13,FrustIndian,TheFrustratedIndian,"50 Years of India China war. Remember this picture:
http://on.fb.me/VqAMv7 
#Nehru #Menon #IndiaChinaWar #1962 #congress",1,0,1,,
2012-10-21T13:13:55,FrustIndian,TheFrustratedIndian,"King of Romance passes away, Rest in Peace #YashChopra :(",0,0,0,,
2012-10-21T15:58:00,FrustIndian,TheFrustratedIndian,@kamaalrkhan The Death scene when Manoj Tiwary shoots you and you get multiple orgasms& fall is an epic scene.I became your fan tht very day,0,0,0,,
2012-10-21T16:03:51,FrustIndian,TheFrustratedIndian,"Starts as a Mediocre, becomes a Legend and ends as a Twitter Hashtag",0,0,0,,
2012-10-21T16:50:40,FrustIndian,TheFrustratedIndian,"#SainaNehwal - भारत देश की नारी है
फूल नहीं चिंगारी है

http://www.facebook.com/photo.php?fbid=441430682559082&set=a.383308258371325.77997.370463842989100&type=1&theater …",0,0,0,,
2012-10-24T14:31:26,FrustIndian,TheFrustratedIndian,"#Ravan never burns, he just fades away!",0,0,0,,
2012-10-24T14:32:24,FrustIndian,TheFrustratedIndian,"Absence of #Ravan is #Ram as Einstein once said There is nothing called Darkness, it's just the absence of light",0,0,0,,
2012-10-24T15:22:33,FrustIndian,TheFrustratedIndian,राम राम सब रटते रहते यहाँ राम कौन बन पाया है देखो अपने भीतर झांक के रावण की ही छाया है  -http://fb.me/1nnQr7UZy  #Ravan #Ram #Sita,0,0,0,,
2012-10-26T14:18:07,FrustIndian,TheFrustratedIndian,"@KiranKS We sacrifice Goat/Chicken/Cow,Harmless Creatures.No religion ever allowed sacrifice of Lions/Tigers/leopards.Weak suffer",0,0,0,,
2012-10-26T14:20:27,FrustIndian,TheFrustratedIndian,"@Jeetparmar555 @ViratBharat Bakre ki maa kab tak khair manayegi, aakhir aaj nahi toh kal bakrid jarur aayegi #HappyEid #AdviceToCongressGovt",2,0,0,,
2012-10-26T15:38:09,FrustIndian,TheFrustratedIndian,"@BajpayeeManoj GOW,Chittagong & now Chakravyuh. Three Aces in a row. Thank you for being awesome, authentic and astonishing so frequently :)",0,0,0,,
2012-10-26T15:39:57,FrustIndian,TheFrustratedIndian,@BDUTT Let him play the fool with mirth&laughter let OldWrinkles come and let his liver rather heat with wine than cool wid mortifyingGroans,0,0,0,,
2012-10-26T17:30:31,FrustIndian,TheFrustratedIndian,"much it grieves my heart to think, what man has made of man #EidMubarak :( #Goatpic.twitter.com/uWhoQq1F",0,0,0,,
2012-10-27T09:26:26,FrustIndian,TheFrustratedIndian,Kya kaha? Aapne #IndianGP ke baare me tweet/status nahi daala? Aap bilkul cool nahi hain,0,0,0,,
2012-10-27T16:58:45,FrustIndian,TheFrustratedIndian,"@welovedevgn @ajaydevgn_FC @AJAYDEVGNCLUB @AjDevgn_World @Ajaydevgn Son of Sardar - Neta version
http://www.facebook.com/photo.php?v=4849095313756 …",0,0,0,,
2012-10-28T13:54:22,FrustIndian,TheFrustratedIndian,The Evil of RapeASUR - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/23-the-evil-of-rapeasur.html …,0,0,0,,
2012-10-28T14:25:15,FrustIndian,TheFrustratedIndian,@welovedevgn @ajaydevgn_FC @AJAYDEVGNCLUB @AjDevgn_World @Ajaydevgn Son of Sardar - Neta version :) http://www.facebook.com/TheFrustratedIndian/posts/370333839716623 …,0,0,0,,
2012-10-28T14:26:45,FrustIndian,TheFrustratedIndian,Son of Sardar - Neta version :) http://www.facebook.com/TheFrustratedIndian/posts/370333839716623 … #SebastianVettel #airtelIndianGP #CabinetReshuffle #HRD #MOS #IndianGP #PallamRaju #BJP,1,0,0,,
2012-10-29T18:10:01,FrustIndian,TheFrustratedIndian,मेरे बाग़ में वो नीम का पेड़ - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/24-Mere+Baag+me+wo+neem+ka+ped.html …,0,0,0,,
2012-11-02T17:21:03,FrustIndian,TheFrustratedIndian,An Open letter to Shri Anna Hazare - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/26-an-open-letter-to-shri-anna-hazare.html …,0,0,0,,
2012-11-03T16:46:39,FrustIndian,TheFrustratedIndian,त्रासद सुख - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/27-Trasad+Sukh.html …,0,0,0,,
2012-11-04T10:47:45,FrustIndian,TheFrustratedIndian,"@KiranKS This 1 shuld be popularized.With the growing secular feelings among the nation dwellers & leaders,it's a mustpic.twitter.com/3Xb20JcG",5,0,3,,
2012-11-04T18:00:04,FrustIndian,TheFrustratedIndian,"TFI's one hand thumb rule ""Whenever #RahulGandhi tries speaking wisdom, shut your ears""",0,0,0,,
2012-11-04T18:26:42,FrustIndian,TheFrustratedIndian,"@kamaalrkhan I am an alien, I can change genders as per my wish. Should I call?",0,0,0,,
2012-11-06T13:04:16,FrustIndian,TheFrustratedIndian,Unfortunately this one couldn't go down to the wire. #RaviShastri,0,0,0,,
2012-11-06T13:05:34,FrustIndian,TheFrustratedIndian,The news about #RaviShastri raced like a tracerbullet,0,0,0,,
2012-11-06T18:20:32,FrustIndian,TheFrustratedIndian,@RamadhirSingh Yahan khaane ko nahi hamare logon ke paas aur wahan chief sahab garden garden khel rahe hain,0,0,0,,
2012-11-07T13:43:42,FrustIndian,TheFrustratedIndian,@ViratBharat bigger question: Did Digvijay congratulate Obama Ji or Osama Ji?,3,0,0,,
2012-11-07T13:47:30,FrustIndian,TheFrustratedIndian,Our elections are far more colorful. Do lade 1 jeet gaya. Ye Kya baat hui. #Obama,0,0,0,,
2012-11-11T16:20:30,FrustIndian,TheFrustratedIndian,The Disgusting Indian - The Frustrated Indian speaks... http://thefrustratedindian.com/blogs/entry/28-the-disgusting-indian.html …,0,0,0,,
2012-11-24T09:45:10,FrustIndian,TheFrustratedIndian,#HarbhajanSingh should grow a paunch and try becoming an Umpire. BahutHoGaya,0,0,0,,
2012-11-25T08:53:40,FrustIndian,TheFrustratedIndian,"Knock-Knock
#Harbhajan: ""Who is this?""
Oppurtunity
Harbhajan: ""Get lost!",0,0,0,,
2012-11-25T09:01:58,FrustIndian,TheFrustratedIndian,"Dear updater, the movie is called Life of Pi and not Life of Pie #LOP",0,0,0,,
2012-11-25T09:09:24,FrustIndian,TheFrustratedIndian,@rameshsrivats seems like an old school chap,0,0,0,,
2012-11-25T09:36:47,FrustIndian,TheFrustratedIndian,"#Sachin will let the English know, why we call him God here in India!",0,0,0,,
2012-11-25T09:43:59,FrustIndian,TheFrustratedIndian,Rameez that's Leg of God...When it's planted...It's planted,0,0,0,,
2012-11-25T12:29:44,FrustIndian,TheFrustratedIndian,"ये कौन क्यूरेटर है भाई,
जिसने घूमती पिच बनायीं | 
और एक फिरंगी सरदार जी, 
जिसने सबको नाच नचाई | #IndVsEng",0,0,0,,
2012-11-25T12:30:13,FrustIndian,TheFrustratedIndian,"नगरी सपनो की मुंबई,
जहाँ वाट हमारी लग गयी |
शूरवीरो से भरी हमारी सेना,
ताश के पत्तों सी ढह गयी| #IndVsEng",0,0,0,,
2012-11-25T15:16:14,FrustIndian,TheFrustratedIndian,"@babumoshoy Alphonso isn't an Aam Aam, they'll call him dasera/langda instead",0,1,0,,
2012-11-25T15:17:04,FrustIndian,TheFrustratedIndian,"@RGVzoomin Wouldn't release in Pakistan, their feelings get hurt pretty easily!",0,0,1,,
2012-11-25T15:18:41,FrustIndian,TheFrustratedIndian,"@TheHindu Bura jo dekahn mein chala, bura na milya koi, Jo mun khoja aapna to mujh say bura na koi",0,0,0,,
2012-11-25T15:31:25,FrustIndian,TheFrustratedIndian,@babumoshoy Haha true!,0,1,0,,
2012-12-24T07:22:14,FrustIndian,TheFrustratedIndian,"Manmohan ji, Damini aapse puchna chahti hai.. Kya aap #Theekhai ?",0,0,0,,
2012-12-24T07:51:30,FrustIndian,TheFrustratedIndian,"Sardarji, Damini se milne mat jana. Desh ki nazron me toh aap gir hi gaye ho, apni nazron mein bhi gir jaoge. #TheekHai ?",0,0,0,,
2013-01-25T04:44:26,FrustIndian,TheFrustratedIndian,Frustrated Indians in action: http://youtu.be/BwJeDpsE0f8?a  via @YouTube,0,0,0,,
2013-02-28T16:28:20,FrustIndian,TheFrustratedIndian,"#Budget2013 in a ""Nut""Shellpic.twitter.com/nBqgAUyg1d",0,0,2,,
2013-02-28T16:32:06,FrustIndian,TheFrustratedIndian,"Wear imported Gold Flaunt branded Apparels Chew imported Hazel nuts
 Eat dehulled oat grain & say Jaikara #Chidambaram Baba ka #Budget2013",0,0,0,,
2013-02-28T16:48:26,FrustIndian,TheFrustratedIndian,#NirbhayaFund and the rapists still alive. What an irony? #Chidambaram #Budget2013,0,0,0,,
2013-03-03T10:08:45,FrustIndian,TheFrustratedIndian,@sardesairajdeep how cute!,0,0,0,,
2013-03-04T11:35:11,FrustIndian,TheFrustratedIndian,"Long read but worth a read. This is one of the best things that I have ever read:

Enjoy the power and beauty of... http://fb.me/1yH6Q7VJy ",0,0,0,,
2013-03-04T12:43:50,FrustIndian,TheFrustratedIndian,Maharashtra Navnirman Sena (MNS) activists targeted people hailing from Uttar Pradesh and Bihar while they were... http://fb.me/1XXBgCGcv ,0,0,0,,
2013-03-04T13:14:38,FrustIndian,TheFrustratedIndian,@AshGudAshItGets :),0,0,0,,
2013-03-04T13:29:15,FrustIndian,TheFrustratedIndian,"After the Modi debacle, ex union minister Suresh Prabhu and businessman Gautam Adani too pull out of the Wharton... http://fb.me/MWcIwrw9 ",0,0,0,,
2013-03-04T16:47:36,FrustIndian,TheFrustratedIndian,You are a woman. You go to the police to complain about sexual harassment by some truck drivers in the area. What... http://fb.me/D8cRM47Y ,0,0,0,,
2013-03-05T05:04:08,FrustIndian,TheFrustratedIndian,Ye Sir Ravindra Jadeja aaj apna luck pahan ke chal rahe hain!,0,0,0,,
2013-03-05T05:58:17,FrustIndian,TheFrustratedIndian,A very senior journalist friend of mine describes Modi as the ‘Secular’ Prime Ministerial Candidate of the BJP... http://fb.me/2duPxT6q6 ,0,0,0,,
2013-03-05T06:02:15,FrustIndian,TheFrustratedIndian,"His highness Sir Ravindra Jadeja ne apni performance se apne sabhi critics ka muh band kar diya hai.

Lekin unki... http://fb.me/1AMYVnY01 ",0,0,0,,
2013-03-05T07:24:02,FrustIndian,TheFrustratedIndian,Great to see youngsters playing such an important part in the win against the mighty Australian side. Pujara has... http://fb.me/2KBUTAvQ2 ,0,0,0,,
2013-03-05T09:20:29,FrustIndian,TheFrustratedIndian,"“Farmers who had taken loan for non-agricultural purposes or whose loans did not meet eligibility conditions,... http://fb.me/1rvsRT5dy ",0,0,0,,
2013-03-05T09:27:58,FrustIndian,TheFrustratedIndian,"“Farmers who had taken loan for non-agricultural purposes or whose loans did not meet eligibility conditions, were... http://fb.me/Cl2nZ7zZ ",0,0,0,,
2013-03-05T13:17:41,FrustIndian,TheFrustratedIndian,So the first lady of America Michelle Obama will be presenting “Woman of Courage” award to Nirbhaya posthumously.... http://fb.me/1VTKEH5U1 ,1,0,0,,
2013-03-05T15:09:53,FrustIndian,TheFrustratedIndian,"Rahul Gandhi has managed to impress one and all for the first time. 

While addressing the congressmen, he made... http://fb.me/1Xhs8bzyr ",0,0,0,,
